train_angle_1_mae,train_angle_1_rmse,train_angle_1_r2,train_angle_1_mape,train_angle_1_caa,train_angle_2_mae,train_angle_2_rmse,train_angle_2_r2,train_angle_2_mape,train_angle_2_caa,train_angle_3_mae,train_angle_3_rmse,train_angle_3_r2,train_angle_3_mape,train_angle_3_caa,train_overall_mae,train_overall_rmse,train_overall_mape,train_overall_caa,val_angle_1_mae,val_angle_1_rmse,val_angle_1_r2,val_angle_1_mape,val_angle_1_caa,val_angle_2_mae,val_angle_2_rmse,val_angle_2_r2,val_angle_2_mape,val_angle_2_caa,val_angle_3_mae,val_angle_3_rmse,val_angle_3_r2,val_angle_3_mape,val_angle_3_caa,val_overall_mae,val_overall_rmse,val_overall_mape,val_overall_caa
1.5559178914273302,1.9562698622745827,0.9359124728599003,342.46933917395825,98.70495495495496,1.298350615527656,1.6731153269544687,0.9841044607830164,9.292089375898339,99.33058058058059,1.9352737294156173,2.5071572796548525,0.944439893592369,136.21893249294442,94.96996996996997,1.5965140787902004,2.0746199889987924,156.5455245130124,97.6685018351685,3.5004472772693944,4.906241127494318,0.6177383907213492,796.9426104882596,78.60895671753816,3.05703064699247,4.428670195023347,0.8905302489947053,19.984861407473527,82.91218413810357,4.6935007656375145,6.675023836529331,0.6131772073446321,498.8199448744355,66.14961220915687,3.7503262299664595,5.423414204958583,426.07621922606415,75.89025102159952
